No,;Time;;Source;Destination;;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1004;8,382095;;104,18,30,87;192,168,100,98;TLSv1,2;1138;Application Data;;;8,382095;8,384313;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1005;8,384313;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,384313;8,386530;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1006;8,386530;;104,18,30,87;192,168,100,98;TLSv1,2;564;Application Data;;;8,386530;8,388748;0,002217669;;1,77636E-15;0,002217669;0,002217669
1007;8,388748;;104,18,30,87;192,168,100,98;TLSv1,3;1443;Application Data;;;8,388748;8,390966;0,002217669;;1,95399E-14;0,002217669;0,002217669
1008;8,390966;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65409 [ACK] Seq=56289 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,390966;8,393183;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1009;8,393183;;104,18,30,87;192,168,100,98;TLSv1,3;449;Application Data;;;8,393183;8,395401;0,002217669;;7,10543E-15;0,002217669;0,002217669
1010;8,395401;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,395401;8,397619;0,002217669;;2,13163E-14;0,002217669;0,002217669
1011;8,397619;;104,18,30,87;192,168,100,98;TLSv1,2;1466;Application Data;;;8,397619;8,399836;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1012;8,399836;;104,18,30,87;192,168,100,98;TLSv1,2;71;Application Data;;;8,399836;8,402054;0,002217669;;8,88178E-15;0,002217669;0,002217669
1013;8,402054;;104,18,30,87;192,168,100,98;TLSv1,3;1273;Application Data;;;8,402054;8,404272;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1014;8,404272;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,404272;8,406489;0,002217669;;1,24345E-14;0,002217669;0,002217669
1015;8,406489;;104,18,30,87;192,168,100,98;TLSv1,2;87;Application Data;;;8,406489;8,408707;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1016;8,408707;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,408707;8,410925;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1017;8,410925;;104,18,30,87;192,168,100,98;TLSv1,2;289;Application Data;;;8,410925;8,413142;0,002217669;;1,77636E-15;0,002217669;0,002217669
1018;8,413142;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65409 [ACK] Seq=58096 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,413142;8,415360;0,002217669;;1,95399E-14;0,002217669;0,002217669
1019;8,415360;;104,18,30,87;192,168,100,98;TLSv1,3;125;Application Data;;;8,415360;8,417578;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1020;8,417578;;104,18,30,87;192,168,100,98;TLSv1,3;81;Application Data;;;8,417578;8,419795;0,002217669;;7,10543E-15;0,002217669;0,002217669
1021;8,419795;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=2664 Ack=26195 Win=131584 Len=0;;;8,419795;8,422013;0,002217669;;2,30926E-14;0,002217669;0,002217669
1022;8,422013;;192,168,100,98;104,18,30,87;TCP;54;65408  >  443 [ACK] Seq=2664 Ack=31852 Win=131584 Len=0;;;8,422013;8,424231;0,002217669;;-3,19744E-14;0,002217669;0,002217669
1023;8,424231;;192,168,100,98;104,18,30,87;TCP;54;65409  >  443 [ACK] Seq=2664 Ack=59606 Win=131584 Len=0;;;8,424231;8,426448;0,002217669;;1,06581E-14;0,002217669;0,002217669
1024;8,426448;;192,168,100,98;104,18,30,87;TCP;54;65405  >  443 [ACK] Seq=2664 Ack=41107 Win=131584 Len=0;;;8,426448;8,428666;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1025;8,428666;;104,18,30,87;192,168,100,98;TLSv1,2;216;Application Data;;;8,428666;8,430884;0,002217669;;1,24345E-14;0,002217669;0,002217669
1026;8,430884;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,430884;8,433101;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1027;8,433101;;104,18,30,87;192,168,100,98;TLSv1,2;231;Application Data;;;8,433101;8,435319;0,002217669;;0;0,002217669;0,002217669
1028;8,435319;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,435319;8,437537;0,002217669;;1,95399E-14;0,002217669;0,002217669
1029;8,437537;;104,18,30,87;192,168,100,98;TLSv1,3;172;Application Data;;;8,437537;8,439754;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1030;8,439754;;192,168,100,98;104,18,30,87;TCP;54;65405  >  443 [ACK] Seq=2664 Ack=41269 Win=131328 Len=0;;;8,439754;8,441972;0,002217669;;-7,10543E-15;0,002217669;0,002217669
1031;8,441972;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=2664 Ack=27763 Win=131584 Len=0;;;8,441972;8,444190;0,002217669;;8,88178E-15;0,002217669;0,002217669
1032;8,444190;;192,168,100,98;104,18,30,87;TCP;54;65408  >  443 [ACK] Seq=2664 Ack=33361 Win=131584 Len=0;;;8,444190;8,446407;0,002217669;;1,95399E-14;0,002217669;0,002217669
1033;8,446407;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2664 Ack=55495 Win=131328 Len=0;;;8,446407;8,448625;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1034;8,448625;;104,18,30,87;192,168,100,98;TLSv1,3;1356;Application Data;;;8,448625;8,450843;0,002217669;;1,06581E-14;0,002217669;0,002217669
1035;8,450843;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;8,450843;8,453060;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1036;8,453060;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;8,453060;8,455278;0,002217669;;1,24345E-14;0,002217669;0,002217669
1037;8,455278;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,455278;8,457496;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1038;8,457496;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,457496;8,459713;0,002217669;;-1,77636E-14;0,002217669;0,002217669
1039;8,459713;;104,18,30,87;192,168,100,98;TLSv1,2;1438;Application Data;;;8,459713;8,461931;0,002217669;;2,84217E-14;0,002217669;0,002217669
1040;8,461931;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,461931;8,464149;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1041;8,464149;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65405 [ACK] Seq=41269 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,464149;8,466366;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1042;8,466366;;104,18,30,87;192,168,100,98;TLSv1,3;211;Application Data;;;8,466366;8,468584;0,002217669;;1,06581E-14;0,002217669;0,002217669
1043;8,468584;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65405 [ACK] Seq=42681 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,468584;8,470802;0,002217669;;1,95399E-14;0,002217669;0,002217669
1044;8,470802;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,470802;8,473019;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1045;8,473019;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,473019;8,475237;0,002217669;;1,06581E-14;0,002217669;0,002217669
1046;8,475237;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;8,475237;8,477455;0,002217669;;0;0,002217669;0,002217669
1047;8,477455;;104,18,30,87;192,168,100,98;TLSv1,3;1424;Application Data;;;8,477455;8,479672;0,002217669;;1,95399E-14;0,002217669;0,002217669
1048;8,479672;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,479672;8,481890;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1049;8,481890;;104,18,30,87;192,168,100,98;TLSv1,3;238;Application Data;;;8,481890;8,484108;0,002217669;;-7,10543E-15;0,002217669;0,002217669
1050;8,484108;;104,18,30,87;192,168,100,98;TLSv1,2;621;Application Data;;;8,484108;8,486325;0,002217669;;2,84217E-14;0,002217669;0,002217669
1051;8,486325;;104,18,30,87;192,168,100,98;TLSv1,2;1421;Application Data;;;8,486325;8,488543;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1052;8,488543;;104,18,30,87;192,168,100,98;TLSv1,2;197;Application Data;;;8,488543;8,490761;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1053;8,490761;;104,18,30,87;192,168,100,98;TLSv1,2;1251;Application Data;;;8,490761;8,492978;0,002217669;;1,06581E-14;0,002217669;0,002217669
1054;8,492978;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,492978;8,495196;0,002217669;;1,95399E-14;0,002217669;0,002217669
1055;8,495196;;104,18,30,87;192,168,100,98;TLSv1,2;1466;Application Data;;;8,495196;8,497414;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1056;8,497414;;104,18,30,87;192,168,100,98;TLSv1,2;68;Application Data;;;8,497414;8,499631;0,002217669;;1,95399E-14;0,002217669;0,002217669
1057;8,499631;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,499631;8,501849;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1058;8,501849;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,501849;8,504067;0,002217669;;1,06581E-14;0,002217669;0,002217669
1059;8,504067;;104,18,30,87;192,168,100,98;TLSv1,3;700;Application Data;;;8,504067;8,506284;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1060;8,506284;;104,18,30,87;192,168,100,98;TLSv1,3;235;Application Data;;;8,506284;8,508502;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1061;8,508502;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,508502;8,510720;0,002217669;;3,01981E-14;0,002217669;0,002217669
1062;8,510720;;104,18,30,87;192,168,100,98;TLSv1,2;249;Application Data;;;8,510720;8,512937;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1063;8,512937;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,512937;8,515155;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1064;8,515155;;104,18,30,87;192,168,100,98;TLSv1,3;671;Application Data;;;8,515155;8,517373;0,002217669;;1,06581E-14;0,002217669;0,002217669
1065;8,517373;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65405 [ACK] Seq=44803 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,517373;8,519590;0,002217669;;1,95399E-14;0,002217669;0,002217669
1066;8,519590;;192,168,100,98;104,18,30,87;TCP;54;65408  >  443 [ACK] Seq=2664 Ack=38429 Win=131584 Len=0;;;8,519590;8,521808;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1067;8,521808;;192,168,100,98;104,18,30,87;TCP;54;65401  >  443 [ACK] Seq=2664 Ack=18011 Win=131584 Len=0;;;8,521808;8,524026;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1068;8,524026;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=2664 Ack=37505 Win=131584 Len=0;;;8,524026;8,526243;0,002217669;;1,77636E-15;0,002217669;0,002217669
1069;8,526243;;192,168,100,98;104,18,30,87;TCP;54;65405  >  443 [ACK] Seq=2664 Ack=46215 Win=131584 Len=0;;;8,526243;8,528461;0,002217669;;1,06581E-14;0,002217669;0,002217669
1070;8,528461;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65405 [ACK] Seq=46215 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,528461;8,530679;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1071;8,530679;;104,18,30,87;192,168,100,98;TLSv1,2;666;Application Data;;;8,530679;8,532896;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1072;8,532896;;104,18,30,87;192,168,100,98;TLSv1,2;242;Application Data;;;8,532896;8,535114;0,002217669;;1,95399E-14;0,002217669;0,002217669
1073;8,535114;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65405 [ACK] Seq=48427 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,535114;8,537332;0,002217669;;1,77636E-15;0,002217669;0,002217669
1074;8,537332;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65405 [ACK] Seq=49839 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,537332;8,539549;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1075;8,539549;;104,18,30,87;192,168,100,98;TLSv1,2;616;Application Data;;;8,539549;8,541767;0,002217669;;1,95399E-14;0,002217669;0,002217669
1076;8,541767;;104,18,30,87;192,168,100,98;TLSv1,2;198;Application Data;;;8,541767;8,543985;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1077;8,543985;;104,18,30,87;192,168,100,98;TLSv1,2;1262;Application Data;;;8,543985;8,546202;0,002217669;;1,06581E-14;0,002217669;0,002217669
1078;8,546202;;104,18,30,87;192,168,100,98;TLSv1,2;1192;Application Data;;;8,546202;8,548420;0,002217669;;-1,24345E-14;0,002217669;0,002217669
1079;8,548420;;104,18,30,87;192,168,100,98;TLSv1,2;81;Application Data;;;8,548420;8,550638;0,002217669;;1,77636E-15;0,002217669;0,002217669
1080;8,550638;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,550638;8,552855;0,002217669;;1,06581E-14;0,002217669;0,002217669
1081;8,552855;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,552855;8,555073;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1082;8,555073;;104,18,30,87;192,168,100,98;TLSv1,2;1444;Application Data;;;8,555073;8,557291;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1083;8,557291;;104,18,30,87;192,168,100,98;TLSv1,3;866;Application Data;;;8,557291;8,559508;0,002217669;;1,95399E-14;0,002217669;0,002217669
1084;8,559508;;104,18,30,87;192,168,100,98;TLSv1,2;1445;Application Data;;;8,559508;8,561726;0,002217669;;1,77636E-15;0,002217669;0,002217669
1085;8,561726;;104,18,30,87;192,168,100,98;TLSv1,2;1038;Application Data;;;8,561726;8,563944;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1086;8,563944;;104,18,30,87;192,168,100,98;TLSv1,2;1403;Application Data;;;8,563944;8,566161;0,002217669;;1,95399E-14;0,002217669;0,002217669
1087;8,566161;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,566161;8,568379;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1088;8,568379;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,568379;8,570597;0,002217669;;1,06581E-14;0,002217669;0,002217669
1089;8,570597;;104,18,30,87;192,168,100,98;TLSv1,3;873;Application Data;;;8,570597;8,572814;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1090;8,572814;;104,18,30,87;192,168,100,98;TLSv1,3;218;Application Data;;;8,572814;8,575032;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1091;8,575032;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=43827 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,575032;8,577250;0,002217669;;1,77636E-15;0,002217669;0,002217669
1092;8,577250;;104,18,30,87;192,168,100,98;TLSv1,2;591;Application Data;;;8,577250;8,579467;0,002217669;;1,06581E-14;0,002217669;0,002217669
1093;8,579467;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,579467;8,581685;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1094;8,581685;;104,18,30,87;192,168,100,98;TLSv1,3;427;Application Data;;;8,581685;8,583903;0,002217669;;1,95399E-14;0,002217669;0,002217669
1095;8,583903;;104,18,30,87;192,168,100,98;TLSv1,3;720;Application Data;;;8,583903;8,586120;0,002217669;;1,77636E-15;0,002217669;0,002217669
1096;8,586120;;104,18,30,87;192,168,100,98;TLSv1,3;81;Application Data;;;8,586120;8,588338;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1097;8,588338;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=45776 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,588338;8,590556;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1098;8,590556;;104,18,30,87;192,168,100,98;TLSv1,2;260;Application Data;;;8,590556;8,592773;0,002217669;;1,77636E-15;0,002217669;0,002217669
1099;8,592773;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,592773;8,594991;0,002217669;;1,06581E-14;0,002217669;0,002217669
1100;8,594991;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,594991;8,597209;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1101;8,597209;;104,18,30,87;192,168,100,98;TLSv1,3;387;Application Data;;;8,597209;8,599426;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1102;8,599426;;192,168,100,98;104,18,30,87;TCP;54;65405  >  443 [ACK] Seq=2664 Ack=53122 Win=131584 Len=0;;;8,599426;8,601644;0,002217669;;1,77636E-15;0,002217669;0,002217669
1103;8,601644;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=2664 Ack=47394 Win=131584 Len=0;;;8,601644;8,603862;0,002217669;;1,06581E-14;0,002217669;0,002217669
1104;8,603862;;192,168,100,98;104,18,30,87;TCP;54;65408  >  443 [ACK] Seq=2664 Ack=48245 Win=131584 Len=0;;;8,603862;8,606079;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1105;8,606079;;192,168,100,98;104,18,30,87;TCP;54;65401  >  443 [ACK] Seq=2664 Ack=21126 Win=131584 Len=0;;;8,606079;8,608297;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1106;8,608297;;104,18,30,87;192,168,100,98;TLSv1,3;81;Application Data;;;8,608297;8,610515;0,002217669;;1,77636E-15;0,002217669;0,002217669
1107;8,610515;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=47394 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,610515;8,612732;0,002217669;;1,06581E-14;0,002217669;0,002217669
1108;8,612732;;104,18,30,87;192,168,100,98;TLSv1,2;462;Application Data;;;8,612732;8,614950;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1109;8,614950;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=49214 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,614950;8,617168;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1110;8,617168;;104,18,30,87;192,168,100,98;TLSv1,2;419;Application Data;;;8,617168;8,619385;0,002217669;;1,77636E-15;0,002217669;0,002217669
1111;8,619385;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=50991 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,619385;8,621603;0,002217669;;1,06581E-14;0,002217669;0,002217669
1112;8,621603;;104,18,30,87;192,168,100,98;TLSv1,2;494;Application Data;;;8,621603;8,623821;0,002217669;;-1,24345E-14;0,002217669;0,002217669
1113;8,623821;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=52843 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,623821;8,626038;0,002217669;;1,77636E-15;0,002217669;0,002217669
1114;8,626038;;104,18,30,87;192,168,100,98;TLSv1,2;425;Application Data;;;8,626038;8,628256;0,002217669;;1,06581E-14;0,002217669;0,002217669
1115;8,628256;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=54626 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,628256;8,630474;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1116;8,630474;;192,168,100,98;104,18,30,87;TCP;54;65401  >  443 [ACK] Seq=2664 Ack=21153 Win=131328 Len=0;;;8,630474;8,632691;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1117;8,632691;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=2664 Ack=56038 Win=131584 Len=0;;;8,632691;8,634909;0,002217669;;1,77636E-15;0,002217669;0,002217669
1118;8,634909;;104,18,30,87;192,168,100,98;TLSv1,2;457;Application Data;;;8,634909;8,637127;0,002217669;;1,06581E-14;0,002217669;0,002217669
1119;8,637127;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=56441 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,637127;8,639344;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1120;8,639344;;104,18,30,87;192,168,100,98;TLSv1,2;480;Application Data;;;8,639344;8,641562;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1121;8,641562;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=58279 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,641562;8,643780;0,002217669;;1,77636E-15;0,002217669;0,002217669
1122;8,643780;;104,18,30,87;192,168,100,98;TLSv1,2;513;Application Data;;;8,643780;8,645997;0,002217669;;1,06581E-14;0,002217669;0,002217669
1123;8,645997;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65403 [ACK] Seq=60150 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;8,645997;8,648215;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1124;8,648215;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=2664 Ack=61562 Win=131584 Len=0;;;8,648215;8,650433;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1125;8,650433;;104,18,30,87;192,168,100,98;TLSv1,2;424;Application Data;;;8,650433;8,652650;0,002217669;;1,77636E-15;0,002217669;0,002217669
1126;8,652650;;104,18,30,87;192,168,100,98;TLSv1,2;1117;Application Data;;;8,652650;8,654868;0,002217669;;1,06581E-14;0,002217669;0,002217669
1127;8,654868;;104,18,30,87;192,168,100,98;TLSv1,2;81;Application Data;;;8,654868;8,657086;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1128;8,657086;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;8,657086;8,659303;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1129;8,659303;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;8,659303;8,661521;0,002217669;;1,24345E-14;0,002217669;0,002217669
1130;8,661521;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,661521;8,663739;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1131;8,663739;;192,168,100,98;104,18,30,87;TCP;54;65403  >  443 [ACK] Seq=2664 Ack=63022 Win=131584 Len=0;;;8,663739;8,665956;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1132;8,665956;;192,168,100,98;104,18,30,87;TCP;54;65404  >  443 [ACK] Seq=2664 Ack=7473 Win=131584 Len=0;;;8,665956;8,668174;0,002217669;;1,77636E-15;0,002217669;0,002217669
1133;8,668174;;104,18,30,87;192,168,100,98;TLSv1,3;366;Application Data;;;8,668174;8,670392;0,002217669;;1,95399E-14;0,002217669;0,002217669
1134;8,670392;;104,18,30,87;192,168,100,98;TLSv1,3;1169;Application Data;;;8,670392;8,672609;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1135;8,672609;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;8,672609;8,674827;0,002217669;;7,10543E-15;0,002217669;0,002217669
